,,,,price,CO2_emissions,is_electric
BMW,Série-2-Gran-Tourer,2020,218i Première,,147,False
BMW,Série-2-Gran-Tourer,2020,218i Lounge,,147,False
BMW,Série-2-Gran-Tourer,2020,218i Sport,,147,False
BMW,Série-2-Gran-Tourer,2020,218i Luxury,,147,False
BMW,Série-2-Gran-Tourer,2020,218i M Sport,,147,False
BMW,Série-2-Gran-Tourer,2020,218i Première DKG7,,151,False
BMW,Série-2-Gran-Tourer,2020,218i Lounge DKG7,,151,False
BMW,Série-2-Gran-Tourer,2020,218i Sport DKG7,,151,False
BMW,Série-2-Gran-Tourer,2020,218i Luxury DKG7,,151,False
BMW,Série-2-Gran-Tourer,2020,218i M Sport DKG7,,151,False
BMW,Série-2-Gran-Tourer,2020,216d Premiere,,129,False
BMW,Série-2-Gran-Tourer,2020,216d Lounge,,129,False
BMW,Série-2-Gran-Tourer,2020,216d Sport,,129,False
BMW,Série-2-Gran-Tourer,2020,216d Luxury,,129,False
BMW,Série-2-Gran-Tourer,2020,216d M Sport,,129,False
BMW,Série-2-Gran-Tourer,2020,216d Premiere DKG7,,117,False
BMW,Série-2-Gran-Tourer,2020,216d Lounge DKG7,,117,False
BMW,Série-2-Gran-Tourer,2020,216d Sport DKG7,,117,False
BMW,Série-2-Gran-Tourer,2020,216d Luxury DKG7,,117,False
BMW,Série-2-Gran-Tourer,2020,216d M Sport DKG7,,117,False
BMW,Série-2-Gran-Tourer,2020,218d Première,,134,False
BMW,Série-2-Gran-Tourer,2020,218d Lounge,,134,False
BMW,Série-2-Gran-Tourer,2020,218d Sport,,134,False
BMW,Série-2-Gran-Tourer,2020,218d Luxury,,134,False
BMW,Série-2-Gran-Tourer,2020,218d M Sport,,134,False
BMW,Série-2-Gran-Tourer,2020,218d Première BVA8,,138,False
BMW,Série-2-Gran-Tourer,2020,218d Lounge BVA8,,138,False
BMW,Série-2-Gran-Tourer,2020,218d Sport BVA8,,138,False
BMW,Série-2-Gran-Tourer,2020,218d Luxury BVA8,,138,False
BMW,Série-2-Gran-Tourer,2020,218d M Sport BVA8,,138,False
BMW,Série-2-Gran-Tourer,2020,220i Première DKG7,,123,False
BMW,Série-2-Gran-Tourer,2020,220i Lounge DKG7,,123,False
BMW,Série-2-Gran-Tourer,2020,220i Sport DKG7,,123,False
BMW,Série-2-Gran-Tourer,2020,220i Luxury DKG7,,123,False
BMW,Série-2-Gran-Tourer,2020,220i M Sport DKG7,,123,False
BMW,Série-2-Gran-Tourer,2020,218d xDrive Première,,137,False
BMW,Série-2-Gran-Tourer,2020,218d xDrive Lounge,,137,False
BMW,Série-2-Gran-Tourer,2020,218d xDrive Sport,,137,False
BMW,Série-2-Gran-Tourer,2020,218d xDrive Luxury,,137,False
BMW,Série-2-Gran-Tourer,2020,218d xDrive M Sport,,137,False
BMW,Série-2-Gran-Tourer,2020,218d xDrive Première BVA8,,127,False
BMW,Série-2-Gran-Tourer,2020,218d xDrive Lounge BVA8,,127,False
BMW,Série-2-Gran-Tourer,2020,218d xDrive Sport BVA8,,127,False
BMW,Série-2-Gran-Tourer,2020,218d xDrive Luxury BVA8,,127,False
BMW,Série-2-Gran-Tourer,2020,218d xDrive M Sport BVA8,,127,False
BMW,Série-2-Gran-Tourer,2020,220d Première BVA8,,112,False
BMW,Série-2-Gran-Tourer,2020,220d Lounge BVA8,,112,False
BMW,Série-2-Gran-Tourer,2020,220d Sport BVA8,,112,False
BMW,Série-2-Gran-Tourer,2020,220d Luxury BVA8,,112,False
BMW,Série-2-Gran-Tourer,2020,220d M Sport BVA8,,112,False
BMW,Série-2-Gran-Tourer,2020,220d xDrive Première BVA8,,120,False
BMW,Série-2-Gran-Tourer,2020,220d xDrive Lounge BVA8,,120,False
BMW,Série-2-Gran-Tourer,2020,220d xDrive Sport BVA8,,120,False
BMW,Série-2-Gran-Tourer,2020,220d xDrive Luxury BVA8,,120,False
BMW,Série-2-Gran-Tourer,2020,220d xDrive M Sport BVA8,,120,False
BMW,Série-2-Gran-Tourer,2019,216i Premiere,,147,False
BMW,Série-2-Gran-Tourer,2019,216i Lounge,,147,False
BMW,Série-2-Gran-Tourer,2019,216i Sport,,147,False
BMW,Série-2-Gran-Tourer,2019,216i Luxury,,147,False
BMW,Série-2-Gran-Tourer,2019,216i M Sport,,147,False
BMW,Série-2-Gran-Tourer,2019,218i Première,,147,False
BMW,Série-2-Gran-Tourer,2019,218i Lounge,,147,False
BMW,Série-2-Gran-Tourer,2019,218i Sport,,147,False
BMW,Série-2-Gran-Tourer,2019,218i Luxury,,147,False
BMW,Série-2-Gran-Tourer,2019,218i M Sport,,147,False
BMW,Série-2-Gran-Tourer,2019,218i Première DKG7,,151,False
BMW,Série-2-Gran-Tourer,2019,218i Lounge DKG7,,151,False
BMW,Série-2-Gran-Tourer,2019,218i Sport DKG7,,151,False
BMW,Série-2-Gran-Tourer,2019,218i Luxury DKG7,,151,False
BMW,Série-2-Gran-Tourer,2019,218i M Sport DKG7,,151,False
BMW,Série-2-Gran-Tourer,2019,216d Premiere,,129,False
BMW,Série-2-Gran-Tourer,2019,216d Lounge,,129,False
BMW,Série-2-Gran-Tourer,2019,216d Sport,,129,False
BMW,Série-2-Gran-Tourer,2019,216d Luxury,,129,False
BMW,Série-2-Gran-Tourer,2019,216d M Sport,,129,False
BMW,Série-2-Gran-Tourer,2019,216d Premiere DKG7,,117,False
BMW,Série-2-Gran-Tourer,2019,216d Lounge DKG7,,117,False
BMW,Série-2-Gran-Tourer,2019,216d Sport DKG7,,117,False
BMW,Série-2-Gran-Tourer,2019,216d Luxury DKG7,,117,False
BMW,Série-2-Gran-Tourer,2019,216d M Sport DKG7,,117,False
BMW,Série-2-Gran-Tourer,2019,218d Première,,134,False
BMW,Série-2-Gran-Tourer,2019,218d Lounge,,134,False
BMW,Série-2-Gran-Tourer,2019,218d Sport,,134,False
BMW,Série-2-Gran-Tourer,2019,218d Luxury,,134,False
BMW,Série-2-Gran-Tourer,2019,218d M Sport,,134,False
BMW,Série-2-Gran-Tourer,2019,218d Première BVA8,,138,False
BMW,Série-2-Gran-Tourer,2019,218d Lounge BVA8,,138,False
BMW,Série-2-Gran-Tourer,2019,218d Sport BVA8,,138,False
BMW,Série-2-Gran-Tourer,2019,218d Luxury BVA8,,138,False
BMW,Série-2-Gran-Tourer,2019,218d M Sport BVA8,,138,False
BMW,Série-2-Gran-Tourer,2019,220i Première DKG7,,123,False
BMW,Série-2-Gran-Tourer,2019,220i Lounge DKG7,,123,False
BMW,Série-2-Gran-Tourer,2019,220i Sport DKG7,,123,False
BMW,Série-2-Gran-Tourer,2019,220i Luxury DKG7,,123,False
BMW,Série-2-Gran-Tourer,2019,220i M Sport DKG7,,123,False
BMW,Série-2-Gran-Tourer,2019,218d xDrive Première,,137,False
BMW,Série-2-Gran-Tourer,2019,218d xDrive Lounge,,137,False
BMW,Série-2-Gran-Tourer,2019,218d xDrive Sport,,137,False
BMW,Série-2-Gran-Tourer,2019,218d xDrive Luxury,,137,False
BMW,Série-2-Gran-Tourer,2019,218d xDrive M Sport,,137,False
BMW,Série-2-Gran-Tourer,2019,218d xDrive Première BVA8,,127,False
BMW,Série-2-Gran-Tourer,2019,218d xDrive Lounge BVA8,,127,False
BMW,Série-2-Gran-Tourer,2019,218d xDrive Sport BVA8,,127,False
BMW,Série-2-Gran-Tourer,2019,218d xDrive Luxury BVA8,,127,False
BMW,Série-2-Gran-Tourer,2019,218d xDrive M Sport BVA8,,127,False
BMW,Série-2-Gran-Tourer,2019,220d Première BVA8,,112,False
BMW,Série-2-Gran-Tourer,2019,220d Lounge BVA8,,112,False
BMW,Série-2-Gran-Tourer,2019,220d Sport BVA8,,112,False
BMW,Série-2-Gran-Tourer,2019,220d Luxury BVA8,,112,False
BMW,Série-2-Gran-Tourer,2019,220d M Sport BVA8,,112,False
BMW,Série-2-Gran-Tourer,2019,220d xDrive Première BVA8,,120,False
BMW,Série-2-Gran-Tourer,2019,220d xDrive Lounge BVA8,,120,False
BMW,Série-2-Gran-Tourer,2019,220d xDrive Sport BVA8,,120,False
BMW,Série-2-Gran-Tourer,2019,220d xDrive Luxury BVA8,,120,False
BMW,Série-2-Gran-Tourer,2019,220d xDrive M Sport BVA8,,120,False
BMW,Série-3,2021,318i 156 BVA8 Lounge,,142,False
BMW,Série-3,2021,318i 156 BVA8 Edition Sport,,142,False
BMW,Série-3,2021,318i 156 BVA8 Luxury,,142,False
BMW,Série-3,2021,318i 156 BVA8 M Sport,,142,False
BMW,Série-3,2021,320i 184 BVA8 Lounge,,142,False
BMW,Série-3,2021,320i 184 BVA8 Edition Sport,45400,142,False
BMW,Série-3,2021,320i 184 BVA8 Luxury,49750,142,False
BMW,Série-3,2021,320i 184 BVA8 M Sport,49100,142,False
BMW,Série-3,2021,330i xDrive 258 BVA8 Lounge,,155,False
BMW,Série-3,2021,330i xDrive 258 BVA8 Edition Sport,,155,False
BMW,Série-3,2021,330i xDrive 258 BVA8 Luxury,,155,False
BMW,Série-3,2021,330i xDrive 258 BVA8 M Sport,,155,False
BMW,Série-3,2021,M340i xDrive BVA8,,181,False
BMW,Série-3,2021,M3 Competition,102000,228,False
BMW,Série-3,2021,320e 204 BVA8 Lounge,47800,30,False
BMW,Série-3,2021,320e 204 BVA8 Edition Sport,50200,30,False
BMW,Série-3,2021,320e 204 BVA8 Luxury,53800,30,False
BMW,Série-3,2021,320e 204 BVA8 M Sport,52600,30,False
BMW,Série-3,2021,330e 292 BVA8 Lounge,,37,False
BMW,Série-3,2021,330e 292 BVA8 Edition Sport,,30,False
BMW,Série-3,2021,330e 292 BVA8 Luxury,,30,False
BMW,Série-3,2021,330e 292 BVA8 M Sport,,30,False
BMW,Série-3,2021,330e xDrive 292 BVA8 Lounge,55200,31,False
BMW,Série-3,2021,330e xDrive 292 BVA8 Edition Sport,,31,False
BMW,Série-3,2021,330e xDrive 292 BVA8 Luxury,,31,False
BMW,Série-3,2021,330e xDrive 292 BVA8 M Sport,,31,False
BMW,Série-3,2021,316d 122 BVA8 Lounge,,115,False
BMW,Série-3,2021,316d 122 BVA8 Edition Sport,,115,False
BMW,Série-3,2021,316d 122 BVA8 Luxury,,127,False
BMW,Série-3,2021,316d 122 BVA8 M Sport,,127,False
BMW,Série-3,2021,318d 150 BVA8 Lounge,,117,False
BMW,Série-3,2021,318d 150 BVA8 Edition Sport,,117,False
BMW,Série-3,2021,318d 150 BVA8 Luxury,,117,False
BMW,Série-3,2021,318d 150 BVA8 M Sport,,117,False
BMW,Série-3,2021,320d 190 BVA8 Lounge,,128,False
BMW,Série-3,2021,320d 190 BVA8 Edition Sport,,128,False
BMW,Série-3,2021,320d 190 BVA8 Luxury,,128,False
BMW,Série-3,2021,320d 190 BVA8 M Sport,,128,False
BMW,Série-3,2021,320d xDrive 190 BVA8 Lounge,,134,False
BMW,Série-3,2021,320d xDrive 190 BVA8 Edition Sport,,134,False
BMW,Série-3,2021,320d xDrive 190 BVA8 Luxury,,134,False
BMW,Série-3,2021,320d xDrive 190 BVA8 M Sport,,134,False
BMW,Série-3,2021,330d xDrive 286 BVA8 Lounge,,138,False
BMW,Série-3,2021,330d xDrive 286 BVA8 Edition Sport,,138,False
BMW,Série-3,2021,330d xDrive 286 BVA8 Luxury,,138,False
BMW,Série-3,2021,330d xDrive 286 BVA8 M Sport,,138,False
BMW,Série-3,2021,M340d xDrive 340 BVA8,,169,False
BMW,Série-3,2021,320i xDrive 184 BVA8 Lounge,,134,False
BMW,Série-3,2021,320i xDrive 184 BVA8 Edition Sport,,134,False
BMW,Série-3,2021,320i xDrive 184 BVA8 Luxury,,134,False
BMW,Série-3,2021,320i xDrive 184 BVA8 M Sport,,134,False
BMW,Série-3,2021,320d 190 Lounge,,115,False
BMW,Série-3,2021,320d 190 Edition Sport,,115,False
BMW,Série-3,2021,320d 190 Luxury,,115,False
BMW,Série-3,2021,320d 190 M Sport,,117,False
BMW,Série-3,2021,318d 150 Lounge,,134,False
BMW,Série-3,2021,318d 150 Edition Sport,,134,False
BMW,Série-3,2021,318d 150 Luxury,,134,False
BMW,Série-3,2021,318d 150 M Sport,,134,False
BMW,Série-3,2021,330i 258 BVA8 Lounge,,147,False
BMW,Série-3,2021,330i 258 BVA8 Edition Sport,,147,False
BMW,Série-3,2021,330i 258 BVA8 Luxury,,147,False
BMW,Série-3,2021,330i 258 BVA8 M Sport,,147,False
BMW,Série-3,2021,330d xDrive 265 BVA8 Lounge,,164,False
BMW,Série-3,2021,330d xDrive 265 BVA8 Edition Sport,,164,False
BMW,Série-3,2021,330d xDrive 265 BVA8 Luxury,,164,False
BMW,Série-3,2021,330d xDrive 265 BVA8 M Sport,,164,False
BMW,Série-3,2020,318i 156 BVA8 Lounge,,142,False
BMW,Série-3,2020,318i 156 BVA8 Edition Sport,,142,False
BMW,Série-3,2020,318i 156 BVA8 Luxury,,142,False
BMW,Série-3,2020,318i 156 BVA8 M Sport,,142,False
BMW,Série-3,2020,320i 184 BVA8 Lounge,,142,False
BMW,Série-3,2020,320i 184 BVA8 Edition Sport,45400,142,False
BMW,Série-3,2020,320i 184 BVA8 Luxury,49750,142,False
BMW,Série-3,2020,320i 184 BVA8 M Sport,49100,142,False
BMW,Série-3,2020,330i xDrive 258 BVA8 Lounge,,155,False
BMW,Série-3,2020,330i xDrive 258 BVA8 Edition Sport,,155,False
BMW,Série-3,2020,330i xDrive 258 BVA8 Luxury,,155,False
BMW,Série-3,2020,330i xDrive 258 BVA8 M Sport,,155,False
BMW,Série-3,2020,M340i xDrive BVA8,,181,False
BMW,Série-3,2020,M3 Competition,102000,228,False
BMW,Série-3,2020,320e 204 BVA8 Lounge,47800,30,False
BMW,Série-3,2020,320e 204 BVA8 Edition Sport,50200,30,False
BMW,Série-3,2020,320e 204 BVA8 Luxury,53800,30,False
BMW,Série-3,2020,320e 204 BVA8 M Sport,52600,30,False
BMW,Série-3,2020,330e 292 BVA8 Lounge,,37,False
BMW,Série-3,2020,330e 292 BVA8 Edition Sport,,30,False
BMW,Série-3,2020,330e 292 BVA8 Luxury,,30,False
BMW,Série-3,2020,330e 292 BVA8 M Sport,,30,False
BMW,Série-3,2020,330e xDrive 292 BVA8 Lounge,55200,31,False
BMW,Série-3,2020,330e xDrive 292 BVA8 Edition Sport,,31,False
BMW,Série-3,2020,330e xDrive 292 BVA8 Luxury,,31,False
BMW,Série-3,2020,330e xDrive 292 BVA8 M Sport,,31,False
BMW,Série-3,2020,316d 122 BVA8 Lounge,,115,False
BMW,Série-3,2020,316d 122 BVA8 Edition Sport,,115,False
BMW,Série-3,2020,316d 122 BVA8 Luxury,,127,False
BMW,Série-3,2020,316d 122 BVA8 M Sport,,127,False
BMW,Série-3,2020,318d 150 BVA8 Lounge,,117,False
BMW,Série-3,2020,318d 150 BVA8 Edition Sport,,117,False
BMW,Série-3,2020,318d 150 BVA8 Luxury,,117,False
BMW,Série-3,2020,318d 150 BVA8 M Sport,,117,False
BMW,Série-3,2020,320d 190 BVA8 Lounge,,128,False
BMW,Série-3,2020,320d 190 BVA8 Edition Sport,,128,False
BMW,Série-3,2020,320d 190 BVA8 Luxury,,128,False
BMW,Série-3,2020,320d 190 BVA8 M Sport,,128,False
BMW,Série-3,2020,320d xDrive 190 BVA8 Lounge,,134,False
BMW,Série-3,2020,320d xDrive 190 BVA8 Edition Sport,,134,False
BMW,Série-3,2020,320d xDrive 190 BVA8 Luxury,,134,False
BMW,Série-3,2020,320d xDrive 190 BVA8 M Sport,,134,False
BMW,Série-3,2020,330d xDrive 286 BVA8 Lounge,,138,False
BMW,Série-3,2020,330d xDrive 286 BVA8 Edition Sport,,138,False
BMW,Série-3,2020,330d xDrive 286 BVA8 Luxury,,138,False
BMW,Série-3,2020,330d xDrive 286 BVA8 M Sport,,138,False
BMW,Série-3,2020,M340d xDrive 340 BVA8,,169,False
BMW,Série-3,2020,320i xDrive 184 BVA8 Lounge,,134,False
BMW,Série-3,2020,320i xDrive 184 BVA8 Edition Sport,,134,False
BMW,Série-3,2020,320i xDrive 184 BVA8 Luxury,,134,False
BMW,Série-3,2020,320i xDrive 184 BVA8 M Sport,,134,False
BMW,Série-3,2020,320d 190 Lounge,,115,False
BMW,Série-3,2020,320d 190 Edition Sport,,115,False
BMW,Série-3,2020,320d 190 Luxury,,115,False
BMW,Série-3,2020,320d 190 M Sport,,117,False
BMW,Série-3,2020,318d 150 Lounge,,134,False
BMW,Série-3,2020,318d 150 Edition Sport,,134,False
BMW,Série-3,2020,318d 150 Luxury,,134,False
BMW,Série-3,2020,318d 150 M Sport,,134,False
BMW,Série-3,2020,330i 258 BVA8 Lounge,,147,False
BMW,Série-3,2020,330i 258 BVA8 Edition Sport,,147,False
BMW,Série-3,2020,330i 258 BVA8 Luxury,,147,False
BMW,Série-3,2020,330i 258 BVA8 M Sport,,147,False
BMW,Série-3,2020,330d xDrive 265 BVA8 Lounge,,164,False
BMW,Série-3,2020,330d xDrive 265 BVA8 Edition Sport,,164,False
BMW,Série-3,2020,330d xDrive 265 BVA8 Luxury,,164,False
BMW,Série-3,2020,330d xDrive 265 BVA8 M Sport,,164,False
BMW,Série-3-Gran-Turismo,2019,320i 184 BVA8 Luxury,,134,False
BMW,Série-3-Gran-Turismo,2019,320i xDrive 184 BVA8 Luxury,,146,False
BMW,Série-3-Gran-Turismo,2019,330i xDrive 252 BVA8 Luxury,,147,False
BMW,Série-3-Gran-Turismo,2019,340i xDrive 326 BVA8 Luxury,,170,False
BMW,Série-3-Gran-Turismo,2019,318d 150 Luxury,,121,False
BMW,Série-3-Gran-Turismo,2019,318d 150 BVA8 Luxury,,117,False
BMW,Série-3-Gran-Turismo,2019,320d 190 Luxury,,125,False
BMW,Série-3-Gran-Turismo,2019,320d 190 BVA8 Luxury,,118,False
BMW,Série-3-Gran-Turismo,2019,320d xDrive 190 Luxury,,131,False
BMW,Série-3-Gran-Turismo,2019,320d xDrive 190 BVA8 Luxury,,124,False
BMW,Série-3-Gran-Turismo,2019,330d 258 BVA8 Luxury,,137,False
BMW,Série-3-Gran-Turismo,2019,330d xDrive 258 BVA8 Luxury,,144,False
BMW,Série-3-Gran-Turismo,2019,335d xDrive 313 BVA8 Luxury,,149,False
BMW,Série-3-Gran-Turismo,2019,320i 184 BVA8 Lounge,,141,False
BMW,Série-3-Gran-Turismo,2019,320i 184 BVA8 Sport,,134,False
BMW,Série-3-Gran-Turismo,2019,320i 184 BVA8 M Sport,,139,False
BMW,Série-3-Gran-Turismo,2019,320i xDrive 184 BVA8 Lounge,,152,False
BMW,Série-3-Gran-Turismo,2019,320i xDrive 184 BVA8 Sport,,146,False
BMW,Série-3-Gran-Turismo,2019,320i xDrive 184 BVA8 M Sport,,151,False
BMW,Série-3-Gran-Turismo,2019,330i xDrive 252 BVA8 Lounge,,159,False
BMW,Série-3-Gran-Turismo,2019,330i xDrive 252 BVA8 Sport,,147,False
BMW,Série-3-Gran-Turismo,2019,330i xDrive 252 BVA8 M Sport,,147,False
BMW,Série-3-Gran-Turismo,2019,340i xDrive 326 BVA8 Lounge,,180,False
BMW,Série-3-Gran-Turismo,2019,340i xDrive 326 BVA8 Sport,,170,False
BMW,Série-3-Gran-Turismo,2019,340i xDrive 326 BVA8 M Sport,,175,False
BMW,Série-3-Gran-Turismo,2019,318d 150 Lounge,,126,False
BMW,Série-3-Gran-Turismo,2019,318d 150 Sport,,121,False
BMW,Série-3-Gran-Turismo,2019,318d 150 M Sport,,123,False
BMW,Série-3-Gran-Turismo,2019,318d 150 BVA8 Lounge,,124,False
BMW,Série-3-Gran-Turismo,2019,318d 150 BVA8 Sport,,117,False
BMW,Série-3-Gran-Turismo,2019,318d 150 BVA8 M Sport,,119,False
BMW,Série-3-Gran-Turismo,2019,320d 190 Lounge,,133,False
BMW,Série-3-Gran-Turismo,2019,320d 190 Sport,,125,False
BMW,Série-3-Gran-Turismo,2019,320d 190 M Sport,,127,False
BMW,Série-3-Gran-Turismo,2019,320d 190 BVA8 Lounge,,128,False
BMW,Série-3-Gran-Turismo,2019,320d 190 BVA8 Sport,,118,False
BMW,Série-3-Gran-Turismo,2019,320d 190 BVA8 M Sport,,120,False
BMW,Série-3-Gran-Turismo,2019,320d xDrive 190 Lounge,,126,False
BMW,Série-3-Gran-Turismo,2019,320d xDrive 190 Sport,,131,False
BMW,Série-3-Gran-Turismo,2019,320d xDrive 190 M Sport,,133,False
BMW,Série-3-Gran-Turismo,2019,320d xDrive 190 BVA8 Lounge,,138,False
BMW,Série-3-Gran-Turismo,2019,320d xDrive 190 BVA8 Sport,,124,False
BMW,Série-3-Gran-Turismo,2019,320d xDrive 190 BVA8 M Sport,,126,False
BMW,Série-3-Gran-Turismo,2019,330d 258 BVA8 Lounge,,148,False
BMW,Série-3-Gran-Turismo,2019,330d 258 BVA8 Sport,,137,False
BMW,Série-3-Gran-Turismo,2019,330d 258 BVA8 M Sport,,139,False
BMW,Série-3-Gran-Turismo,2019,330d xDrive 258 BVA8 Lounge,,156,False
BMW,Série-3-Gran-Turismo,2019,330d xDrive 258 BVA8 Sport,,144,False
BMW,Série-3-Gran-Turismo,2019,330d xDrive 258 BVA8 M Sport,,146,False
BMW,Série-3-Gran-Turismo,2019,335d xDrive 313 BVA8 Lounge,,165,False
BMW,Série-3-Gran-Turismo,2019,335d xDrive 313 BVA8 Sport,,149,False
BMW,Série-3-Gran-Turismo,2019,335d xDrive 313 BVA8 M Sport,,151,False
BMW,Série-3-Gran-Turismo,2019,330d 258 BVA8 Sport Ultimate,,152,False
BMW,Série-3-Gran-Turismo,2019,330d 258 BVA8 Luxury Ultimate,,152,False
BMW,Série-3-Gran-Turismo,2019,330d 258 BVA8 M Sport Ultimate,,152,False
BMW,Série-3-Gran-Turismo,2019,335d xDrive 313 BVA8 Sport Ultimate,,168,False
BMW,Série-3-Gran-Turismo,2019,335d xDrive 313 BVA8 Luxury Ultimate,,168,False
BMW,Série-3-Gran-Turismo,2019,335d xDrive 313 BVA8 M Sport Ultimate,,168,False
BMW,Série-3-Gran-Turismo,2019,320i 184 BVA8 Sport Ultimate,,143,False
BMW,Série-3-Gran-Turismo,2019,320i 184 BVA8 Luxury Ultimate,,143,False
BMW,Série-3-Gran-Turismo,2019,320i 184 BVA8 M Sport Ultimate,,143,False
BMW,Série-3-Gran-Turismo,2019,320i xDrive 184 BVA8 Sport Ultimate,,156,False
BMW,Série-3-Gran-Turismo,2019,320i xDrive 184 BVA8 Luxury Ultimate,,156,False
BMW,Série-3-Gran-Turismo,2019,320i xDrive 184 BVA8 M Sport Ultimate,,156,False
BMW,Série-3-Gran-Turismo,2019,330i xDrive 252 BVA8 Sport Ultimate,,161,False
BMW,Série-3-Gran-Turismo,2019,330i xDrive 252 BVA8 Luxury Ultimate,,161,False
BMW,Série-3-Gran-Turismo,2019,330i xDrive 252 BVA8 M Sport Ultimate,,161,False
BMW,Série-3-Gran-Turismo,2019,340i xDrive 326 BVA8 Sport Ultimate,,184,False
BMW,Série-3-Gran-Turismo,2019,340i xDrive 326 BVA8 Luxury Ultimate,,184,False
BMW,Série-3-Gran-Turismo,2019,340i xDrive 326 BVA8 M Sport Ultimate,,184,False
BMW,Série-3-Gran-Turismo,2019,318d 150 Sport Ultimate,,129,False
BMW,Série-3-Gran-Turismo,2019,318d 150 Luxury Ultimate,,129,False
BMW,Série-3-Gran-Turismo,2019,318d 150 M Sport Ultimate,,129,False
BMW,Série-3-Gran-Turismo,2019,318d 150 BVA8 Sport Ultimate,,128,False
BMW,Série-3-Gran-Turismo,2019,318d 150 BVA8 Luxury Ultimate,,128,False
BMW,Série-3-Gran-Turismo,2019,318d 150 BVA8 M Sport Ultimate,,128,False
BMW,Série-3-Gran-Turismo,2019,320d 190 Sport Ultimate,,136,False
BMW,Série-3-Gran-Turismo,2019,320d 190 Luxury Ultimate,,136,False
BMW,Série-3-Gran-Turismo,2019,320d 190 M Sport Ultimate,,136,False
BMW,Série-3-Gran-Turismo,2019,320d 190 BVA8 Sport Ultimate,,131,False
BMW,Série-3-Gran-Turismo,2019,320d 190 BVA8 Luxury Ultimate,,131,False
BMW,Série-3-Gran-Turismo,2019,320d 190 BVA8 M Sport Ultimate,,131,False
BMW,Série-3-Gran-Turismo,2019,320d xDrive 190 BVA8 Sport Ultimate,,141,False
BMW,Série-3-Gran-Turismo,2019,320d xDrive 190 BVA8 Luxury Ultimate,,141,False
BMW,Série-3-Gran-Turismo,2019,320d xDrive 190 BVA8 M Sport Ultimate,,141,False
BMW,Série-3-Gran-Turismo,2019,330d xDrive 258 BVA8 Sport Ultimate,,158,False
BMW,Série-3-Gran-Turismo,2019,330d xDrive 258 BVA8 Luxury Ultimate,,158,False
BMW,Série-3-Gran-Turismo,2019,330d xDrive 258 BVA8 M Sport Ultimate,,158,False
BMW,Série-3-Touring,2021,318i 156 BVA8 Lounge,,152,False
BMW,Série-3-Touring,2021,318i 156 BVA8 Edition Sport,,151,False
BMW,Série-3-Touring,2021,318i 156 BVA8 Luxury,,151,False
BMW,Série-3-Touring,2021,318i 156 BVA8 M Sport,,151,False
BMW,Série-3-Touring,2021,320i 184 BVA8 Lounge,44650,151,False
BMW,Série-3-Touring,2021,320i 184 BVA8 Edition Sport,47050,151,False
BMW,Série-3-Touring,2021,320i 184 BVA8 Luxury,51400,151,False
BMW,Série-3-Touring,2021,320i 184 BVA8 M Sport,50750,151,False
BMW,Série-3-Touring,2021,330i xDrive 258 BVA8 Lounge,,163,False
BMW,Série-3-Touring,2021,330i xDrive 258 BVA8 Edition Sport,,163,False
BMW,Série-3-Touring,2021,330i xDrive 258 BVA8 Luxury,,163,False
BMW,Série-3-Touring,2021,330i xDrive 258 BVA8 M Sport,,163,False
BMW,Série-3-Touring,2021,M340i xDrive 374 BVA8,,187,False
BMW,Série-3-Touring,2021,320e 204 BVA8 Lounge,49800,32,False
BMW,Série-3-Touring,2021,320e 204 BVA8 Edition Sport,52200,32,False
BMW,Série-3-Touring,2021,320e 204 BVA8 Luxury,55800,32,False
BMW,Série-3-Touring,2021,320e 204 BVA8 M Sport,54800,32,False
BMW,Série-3-Touring,2021,320e xDrive 204 BVA8 Lounge,52250,35,False
BMW,Série-3-Touring,2021,320e xDrive 204 BVA8 Edition Sport,54650,35,False
BMW,Série-3-Touring,2021,320e xDrive 204 BVA8 Luxury,58250,35,False
BMW,Série-3-Touring,2021,320e xDrive 204 BVA8 M Sport,57250,35,False
BMW,Série-3-Touring,2021,330e 292 BVA8 Lounge,54550,31,False
BMW,Série-3-Touring,2021,330e 292 BVA8 Edition Sport,,31,False
BMW,Série-3-Touring,2021,330e 292 BVA8 Luxury,,31,False
BMW,Série-3-Touring,2021,330e 292 BVA8 M Sport,,31,False
BMW,Série-3-Touring,2021,330e xDrive 292 BVA8 Lounge,57000,35,False
BMW,Série-3-Touring,2021,330e xDrive 292 BVA8 Edition Sport,,35,False
BMW,Série-3-Touring,2021,330e xDrive 292 BVA8 Luxury,,35,False
BMW,Série-3-Touring,2021,330e xDrive 292 BVA8 M Sport,,35,False
BMW,Série-3-Touring,2021,316d 122 BVA8 Lounge,,152,False
BMW,Série-3-Touring,2021,316d 122 BVA8 Edition Sport,,152,False
BMW,Série-3-Touring,2021,316d 122 BVA8 Luxury,,152,False
BMW,Série-3-Touring,2021,316d 122 BVA8 M Sport,,152,False
BMW,Série-3-Touring,2021,318d 150 BVA8 Lounge,,126,False
