,,,price,CO2_emissions,url,is_electric,autonomous_range
AUDI,A3-Sportback,30 TDI 116 S line,37440,115,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
AUDI,A3-Sportback,30 TDI 116 Design Luxe,38340,115,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
AUDI,A3-Sportback,30 TDI 116 S tronic 7 A3,31790,121,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
AUDI,A3-Sportback,30 TDI 116 S tronic 7 Design,34940,121,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
AUDI,A3-Sportback,30 TDI 116 S tronic 7 S line,39590,121,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
AUDI,A3-Sportback,30 TDI 116 S tronic 7 Design Luxe,40490,121,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
AUDI,A3-Sportback,35 TDI 150 S tronic 7 A3,34750,120,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
AUDI,A3-Sportback,35 TDI 150 S tronic 7 Design,37720,120,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
AUDI,A3-Sportback,35 TDI 150 S tronic 7 S line,42370,120,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
AUDI,A3-Sportback,35 TDI 150 S tronic 7 Design Luxe,43270,120,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
AUDI,A3-Sportback,40 TDI 200 S tronic 7 Quattro S line,45980,148,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
AUDI,A3-Sportback,40 TDI 200 S tronic 7 Quattro  Design Luxe,46880,148,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A3-Sportback,False,
AUDI,A4,35 TFSI 150,34350,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,35 TFSI 150 Design,37950,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,35 TFSI 150 S line,43175,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,35 TFSI 150 Avus,44575,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,35 TFSI 150 S tronic 7,36550,137,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,35 TFSI 150 S tronic 7 Design,40150,137,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,35 TFSI 150 S tronic 7 S line,45370,137,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,35 TFSI 150 S tronic 7 Avus,46775,137,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,40 TFSI 204 S tronic 7 Design,43830,139,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,40 TFSI 204 S tronic 7 S line,49055,139,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,40 TFSI 204 S tronic 7 Avus,50455,139,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,40 TFSI 204 quattre S tronic 7 Design,46330,143,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,40 TFSI 204 quattre S tronic 7 S line,51555,143,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,40 TFSI 204 quattre S tronic 7 Avus,52955,143,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,35 TFSI 150 S Edition,47175,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,35 TFSI 150 S Edition S tronic 7,49375,137,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,40 TFSI 204 S tronic 7 S Edition,53055,139,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,40 TFSI 204 quattre S tronic 7 S Edition,55555,143,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,30 TDI 136 S tronic 7,39560,120,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,30 TDI 136 S tronic 7 Design,43160,120,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,30 TDI 136 S tronic 7 S line,48385,120,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,30 TDI 136 S tronic 7 Avus,49785,120,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,30 TDI 163 S tronic 7 Design,44800,121,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,30 TDI 163 S tronic 7 S line,50025,121,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,30 TDI 163 S tronic 7 Avus,51425,121,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,40 TDI 204 S tronic 7 Design,47250,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,40 TDI 204 S tronic 7 S line,52475,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,40 TDI 204 S tronic 7 Avus,53875,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,40 TDI 204 quattro S tronic 7 Design,49750,134,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,40 TDI 204 quattro S tronic 7 S line,54975,134,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,40 TDI 204 quattro S tronic 7 Avus,56375,134,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,S4 V6 3.0 TDI 341 tiptronic 8 quattro,76160,186,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,30 TDI 136 S tronic 7 S Edition,52385,120,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,30 TDI 163 S tronic 7 S Edition,54025,121,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,40 TDI 204 S tronic 7 S Edition,56475,132,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4,40 TDI 204 quattro S tronic 7 S Edition,58975,134,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4,False,
AUDI,A4-Allroad,45 TFSI 265 quattro S tronic 7 Design,53630,183,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Allroad,False,
AUDI,A4-Allroad,45 TFSI 265 quattro S tronic 7 Avus,61130,183,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Allroad,False,
AUDI,A4-Allroad,40 TDI 204 quattro S tronic 7 Design,52550,146,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Allroad,False,
AUDI,A4-Allroad,40 TDI 204 quattro S tronic 7 Avus,60050,146,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Allroad,False,
AUDI,A4-Allroad,50 TDI 286 quattro S tronic 7 Design,59990,184,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Allroad,False,
AUDI,A4-Allroad,50 TDI 286 quattro S tronic 7 Avus,67490,184,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Allroad,False,
AUDI,A4-Avant,35 TFSI 150,36050,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,35 TFSI 150 Design,39650,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,35 TFSI 150 S line,44875,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,35 TFSI 150 Avus,46275,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,35 TFSI 150 S tronic 7,38250,143,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,35 TFSI 150 S tronic 7 Design,41850,143,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,35 TFSI 150 S tronic 7 S line,47075,143,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,35 TFSI 150 S tronic 7 Avus,48475,143,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,40 TFSI 204 S tronic 7 Design,45530,145,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,40 TFSI 204 S tronic 7 S line,50755,145,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,40 TFSI 204 S tronic 7 Avus,52155,145,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,40 TFSI 204 quattro S tronic 7 Design,48030,147,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,40 TFSI 204 quattro S tronic 7 S line,53255,147,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,40 TFSI 204 quattro S tronic 7 Avus,54655,147,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,RS4 V6 2.9 TFSI 450 tiptronic 8 quattro,96940,221,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,35 TFSI 150 S Edition,48875,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,35 TFSI 150 S tronic 7 S Edition,51075,143,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,40 TFSI 204 S tronic 7 S Edition,54755,145,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,40 TFSI 204 quattro S tronic 7 S Edition,57255,147,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,30 TDI 136 S tronic 7,41260,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,30 TDI 136 S tronic 7 Design,44860,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,30 TDI 136 S tronic 7 S line,50085,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,30 TDI 136 S tronic 7 Avus,51485,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,30 TDI 163 S tronic 7 Design,46500,127,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,30 TDI 163 S tronic 7 S line,51725,127,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,30 TDI 163 S tronic 7 Avus,53125,127,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,40 TDI 204 S tronic 7 Design,48950,136,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,40 TDI 204 S tronic 7 S line,54175,136,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,40 TDI 204 S tronic 7 Avus,55575,136,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,40 TDI 204 quattro S tronic 7 Design,51450,138,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,40 TDI 204 quattro S tronic 7 S line,56675,138,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,40 TDI 204 quattro S tronic 7 Avus,58075,138,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,S4 V6 3.0 TDI 341 tiptronic 8 quattro,77860,191,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,30 TDI 136 S tronic 7 S Edition,54085,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,30 TDI 163 S tronic 7 S Edition,55725,127,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,40 TDI 204 S tronic 7 S Edition,58175,136,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A4-Avant,40 TDI 204 quattro S tronic 7 S Edition,60675,138,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A4-Avant,False,
AUDI,A5,35 TFSI 150 S tronic 7 Design,47040,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,35 TFSI 150 S tronic 7 S line,53340,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,35 TFSI 150 S tronic 7 Avus,54440,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,40 TFSI 204 S tronic 7 Design,50710,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,40 TFSI 204 S tronic 7 S line,57010,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,40 TFSI 204 S tronic 7 Avus,58110,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,40 TFSI quattro 204 S tronic 7 Design,53210,144,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,40 TFSI quattro 204 S tronic 7 S line,59510,144,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,40 TFSI quattro 204 S tronic 7 Avus,60610,144,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,RS5 V6 2.9 450 quattro Tiptronic 8,90040,213,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,35 TFSI 150 S tronic 7 S Edition,56840,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,40 TFSI 204 S tronic 7 S Edition,60510,141,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,40 TFSI quattro 204 S tronic 7 S Edition,63010,144,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,35 TDI 163 S tronic 7 Design,49220,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,35 TDI 163 S tronic 7 S line,55520,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,35 TDI 163 S tronic 7 Avus,56620,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,40 TDI 204 S tronic 7 Design,52150,134,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,40 TDI 204 S tronic 7 S line,58450,134,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,40 TDI 204 S tronic 7 Avus,59550,134,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,40 TDI 204 quattro S tronic 7 Design,54650,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,40 TDI 204 quattro S tronic 7 S line,60950,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,40 TDI 204 quattro S tronic 7 Avus,62050,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,S5 TDI 341 quattro tiptronic 8,81410,184,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,35 TDI 163 S tronic 7 S Edition,59020,125,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,40 TDI 204 S tronic 7 S Edition,61950,134,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5,40 TDI 204 quattro S tronic 7 S Edition,64450,135,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5,False,
AUDI,A5-Cabriolet,40 TFSI 204 S tronic 7 S line,62410,161,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Cabriolet,False,
AUDI,A5-Cabriolet,40 TFSI 204 S tronic 7 Avus,61790,161,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Cabriolet,False,
AUDI,A5-Cabriolet,40 TFSI 204 quattro S tronic 7 S line,64910,163,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Cabriolet,False,
AUDI,A5-Cabriolet,40 TFSI 204 quattro S tronic 7 Avus,64290,163,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Cabriolet,False,
AUDI,A5-Cabriolet,45 TFSI 265 S tronic 7 S line,69030,191,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Cabriolet,False,
AUDI,A5-Cabriolet,45 TFSI 265 S tronic 7 Avus,68410,191,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Cabriolet,False,
AUDI,A5-Cabriolet,S5 TFSI 354 quattro Tiptronic 8,86680,207,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Cabriolet,False,
AUDI,A5-Cabriolet,35 TDI 163 S tronic 7 S line,60920,143,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Cabriolet,False,
AUDI,A5-Cabriolet,35 TDI 163 S tronic 7 Avus,60300,143,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Cabriolet,False,
AUDI,A5-Cabriolet,40 TDI 204 S tronic 7 S line,63850,152,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Cabriolet,False,
AUDI,A5-Cabriolet,40 TDI 204 S tronic 7 Avus,63230,152,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Cabriolet,False,
AUDI,A5-Cabriolet,40 TDI 204 quattro S tronic 7 S line,66350,153,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Cabriolet,False,
AUDI,A5-Cabriolet,40 TDI 204 quattro S tronic 7 Avus,65730,153,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Cabriolet,False,
AUDI,A5-Sportback,35 TFSI 150 S tronic 7 A5,43440,140,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,35 TFSI 150 S tronic 7 Design,47040,140,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,35 TFSI 150 S tronic 7 S line,53340,140,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,35 TFSI 150 S tronic 7 Avus,54440,140,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,40 TFSI 204 S tronic 7 Design,50710,144,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,40 TFSI 204 S tronic 7 S line,57010,144,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,40 TFSI 204 S tronic 7 Avus,58110,144,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,40 TFSI 204 quattro S tronic 7 Design,53210,146,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,40 TFSI 204 quattro S tronic 7 S line,59510,146,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,40 TFSI 204 quattro S tronic 7 Avus,60610,146,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,RS5 V6 2.9 450 quattro Tiptronic 8,99040,217,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,35 TFSI 150 S tronic 7 S Edition,56840,140,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,40 TFSI 204 S tronic 7 S Edition,60510,144,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,40 TFSI 204 quattro S tronic 7 S Edition,63010,146,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,35 TDI 163 S tronic 7 A5,45620,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,35 TDI 163 S tronic 7 Design,49220,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,35 TDI 163 S tronic 7 S line,55520,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,35 TDI 163 S tronic 7 Avus,56620,124,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,40 TDI 204 S tronic 7 Design,52150,137,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,40 TDI 204 S tronic 7 S line,58450,137,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,40 TDI 204 S tronic 7 Avus,59550,137,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,40 TDI 204 quattro S tronic 7 Design,54650,137,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,40 TDI 204 quattro S tronic 7 S line,60950,137,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
AUDI,A5-Sportback,40 TDI 204 quattro S tronic 7 Avus,62050,137,https://www.latribuneauto.com/caracteristiques-voitures-neuves/AUDI/modele/A5-Sportback,False,
